"date","series","value"
"2022-08-15","NG_002_MONTH",8.712
"2022-08-16","NG_001_MONTH",9.329
"2022-08-16","NG_002_MONTH",9.311
"2022-08-17","NG_001_MONTH",9.244
"2022-08-17","NG_002_MONTH",9.228
"2022-08-18","NG_001_MONTH",9.188
"2022-08-18","NG_002_MONTH",9.17
"2022-08-19","NG_001_MONTH",9.336
"2022-08-19","NG_002_MONTH",9.315
"2022-08-22","NG_001_MONTH",9.68
"2022-08-22","NG_002_MONTH",9.647
"2022-08-23","NG_001_MONTH",9.193
"2022-08-23","NG_002_MONTH",9.155
"2022-08-24","NG_001_MONTH",9.33
"2022-08-24","NG_002_MONTH",9.3
"2022-08-25","NG_001_MONTH",9.375
"2022-08-25","NG_002_MONTH",9.344
"2022-08-26","NG_001_MONTH",9.296
"2022-08-26","NG_002_MONTH",9.269
"2022-08-29","NG_001_MONTH",9.353
"2022-08-29","NG_002_MONTH",9.336
"2022-08-30","NG_001_MONTH",9.042
"2022-08-30","NG_002_MONTH",9.103
"2022-08-31","NG_001_MONTH",9.127
"2022-08-31","NG_002_MONTH",9.189
"2022-09-01","NG_001_MONTH",9.262
"2022-09-01","NG_002_MONTH",9.33
"2022-09-02","NG_001_MONTH",8.786
"2022-09-02","NG_002_MONTH",8.85
"2022-09-06","NG_001_MONTH",8.145
"2022-09-06","NG_002_MONTH",8.212
"2022-09-07","NG_001_MONTH",7.842
"2022-09-07","NG_002_MONTH",7.901
"2022-09-08","NG_001_MONTH",7.915
"2022-09-08","NG_002_MONTH",7.971
"2022-09-09","NG_001_MONTH",7.996
"2022-09-09","NG_002_MONTH",8.044
"2022-09-12","NG_001_MONTH",8.249
"2022-09-12","NG_002_MONTH",8.287
"2022-09-13","NG_001_MONTH",8.284
"2022-09-13","NG_002_MONTH",8.334
"2022-09-14","NG_001_MONTH",9.114
"2022-09-14","NG_002_MONTH",9.167
"2022-09-15","NG_001_MONTH",8.324
"2022-09-15","NG_002_MONTH",8.372
"2022-09-16","NG_001_MONTH",7.764
"2022-09-16","NG_002_MONTH",7.811
"2022-09-19","NG_001_MONTH",7.752
"2022-09-19","NG_002_MONTH",7.804
"2022-09-20","NG_001_MONTH",7.717
"2022-09-20","NG_002_MONTH",7.772
"2022-09-21","NG_001_MONTH",7.779
"2022-09-21","NG_002_MONTH",7.827
"2022-09-22","NG_001_MONTH",7.089
"2022-09-22","NG_002_MONTH",7.193
"2022-09-23","NG_001_MONTH",6.828
"2022-09-23","NG_002_MONTH",6.992
"2022-09-26","NG_001_MONTH",6.903
"2022-09-26","NG_002_MONTH",7.014
"2022-09-27","NG_001_MONTH",6.651
"2022-09-27","NG_002_MONTH",6.76
"2022-09-28","NG_001_MONTH",6.868
"2022-09-28","NG_002_MONTH",6.955
"2022-09-29","NG_001_MONTH",6.874
"2022-09-29","NG_002_MONTH",7.142
"2022-09-30","NG_001_MONTH",6.766
"2022-09-30","NG_002_MONTH",7.065
"2022-10-03","NG_001_MONTH",6.47
"2022-10-03","NG_002_MONTH",6.803
"2022-10-04","NG_001_MONTH",6.837
"2022-10-04","NG_002_MONTH",7.174
"2022-10-05","NG_001_MONTH",6.93
"2022-10-05","NG_002_MONTH",7.236
"2022-10-06","NG_001_MONTH",6.972
"2022-10-06","NG_002_MONTH",7.242
"2022-10-07","NG_001_MONTH",6.748
"2022-10-07","NG_002_MONTH",7.047
"2022-10-10","NG_001_MONTH",6.435
"2022-10-10","NG_002_MONTH",6.784
"2022-10-11","NG_001_MONTH",6.596
"2022-10-11","NG_002_MONTH",6.928
"2022-10-12","NG_001_MONTH",6.435
"2022-10-12","NG_002_MONTH",6.766
"2022-10-13","NG_001_MONTH",6.741
"2022-10-13","NG_002_MONTH",7.053
"2022-10-14","NG_001_MONTH",6.453
"2022-10-14","NG_002_MONTH",6.827
"2022-10-17","NG_001_MONTH",5.999
"2022-10-17","NG_002_MONTH",6.479
"2022-10-18","NG_001_MONTH",5.745
"2022-10-18","NG_002_MONTH",6.237
"2022-10-19","NG_001_MONTH",5.462
"2022-10-19","NG_002_MONTH",5.928
"2022-10-20","NG_001_MONTH",5.358
"2022-10-20","NG_002_MONTH",5.838
"2022-10-21","NG_001_MONTH",4.959
"2022-10-21","NG_002_MONTH",5.472
"2022-10-24","NG_001_MONTH",5.199
"2022-10-24","NG_002_MONTH",5.753
"2022-10-25","NG_001_MONTH",5.613
"2022-10-25","NG_002_MONTH",6.166
"2022-10-26","NG_001_MONTH",5.606
"2022-10-26","NG_002_MONTH",6.119
"2022-10-27","NG_001_MONTH",5.186
"2022-10-27","NG_002_MONTH",5.875
"2022-10-28","NG_001_MONTH",5.684
"2022-10-28","NG_002_MONTH",5.953
"2022-10-31","NG_001_MONTH",6.355
"2022-10-31","NG_002_MONTH",6.607
"2022-11-01","NG_001_MONTH",5.714
"2022-11-01","NG_002_MONTH",6.08
"2022-11-02","NG_001_MONTH",6.268
"2022-11-02","NG_002_MONTH",6.589
"2022-11-03","NG_001_MONTH",5.975
"2022-11-03","NG_002_MONTH",6.33
"2022-11-04","NG_001_MONTH",6.4
"2022-11-04","NG_002_MONTH",6.754
"2022-11-07","NG_001_MONTH",6.944
"2022-11-07","NG_002_MONTH",7.244
"2022-11-08","NG_001_MONTH",6.138
"2022-11-08","NG_002_MONTH",6.524
"2022-11-09","NG_001_MONTH",5.865
"2022-11-09","NG_002_MONTH",6.225
"2022-11-10","NG_001_MONTH",6.239
"2022-11-10","NG_002_MONTH",6.613
"2022-11-11","NG_001_MONTH",5.879
"2022-11-11","NG_002_MONTH",6.263
"2022-11-14","NG_001_MONTH",5.933
"2022-11-14","NG_002_MONTH",6.299
"2022-11-15","NG_001_MONTH",6.034
"2022-11-15","NG_002_MONTH",6.395
"2022-11-16","NG_001_MONTH",6.2
"2022-11-16","NG_002_MONTH",6.607
"2022-11-17","NG_001_MONTH",6.369
"2022-11-17","NG_002_MONTH",6.744
"2022-11-18","NG_001_MONTH",6.303
"2022-11-18","NG_002_MONTH",6.716
"2022-11-21","NG_001_MONTH",6.776
"2022-11-21","NG_002_MONTH",7.223
"2022-11-22","NG_001_MONTH",6.779
"2022-11-22","NG_002_MONTH",7.406
"2022-11-23","NG_001_MONTH",7.308
"2022-11-23","NG_002_MONTH",7.708
"2022-11-25","NG_001_MONTH",7.024
"2022-11-25","NG_002_MONTH",7.33
"2022-11-28","NG_001_MONTH",6.712
"2022-11-28","NG_002_MONTH",7.196
"2022-11-29","NG_001_MONTH",7.235
"2022-11-29","NG_002_MONTH",7.084
"2022-11-30","NG_001_MONTH",6.93
"2022-11-30","NG_002_MONTH",6.818
"2022-12-01","NG_001_MONTH",6.738
"2022-12-01","NG_002_MONTH",6.631
"2022-12-02","NG_001_MONTH",6.281
"2022-12-02","NG_002_MONTH",6.169
"2022-12-05","NG_001_MONTH",5.577
"2022-12-05","NG_002_MONTH",5.484
"2022-12-06","NG_001_MONTH",5.469
"2022-12-06","NG_002_MONTH",5.378
"2022-12-07","NG_001_MONTH",5.723
"2022-12-07","NG_002_MONTH",5.617
"2022-12-08","NG_001_MONTH",5.962
"2022-12-08","NG_002_MONTH",5.82
"2022-12-09","NG_001_MONTH",6.245
"2022-12-09","NG_002_MONTH",6.082
"2022-12-12","NG_001_MONTH",6.587
"2022-12-12","NG_002_MONTH",6.416
"2022-12-13","NG_001_MONTH",6.935
"2022-12-13","NG_002_MONTH",6.733
"2022-12-14","NG_001_MONTH",6.43
"2022-12-14","NG_002_MONTH",6.22
"2022-12-15","NG_001_MONTH",6.97
"2022-12-15","NG_002_MONTH",6.589
"2022-12-16","NG_001_MONTH",6.6
"2022-12-16","NG_002_MONTH",6.303
"2022-12-19","NG_001_MONTH",5.851
"2022-12-19","NG_002_MONTH",5.71
"2022-12-20","NG_001_MONTH",5.326
"2022-12-20","NG_002_MONTH",5.216
"2022-12-21","NG_001_MONTH",5.332
"2022-12-21","NG_002_MONTH",5.238
"2022-12-22","NG_001_MONTH",4.999
"2022-12-22","NG_002_MONTH",4.928
"2022-12-23","NG_001_MONTH",5.079
"2022-12-23","NG_002_MONTH",4.98
"2022-12-27","NG_001_MONTH",5.282
"2022-12-27","NG_002_MONTH",5.118
"2022-12-28","NG_001_MONTH",4.709
"2022-12-28","NG_002_MONTH",4.685
"2022-12-29","NG_001_MONTH",4.559
"2022-12-29","NG_002_MONTH",4.117
"2022-12-30","NG_001_MONTH",4.475
"2022-12-30","NG_002_MONTH",4.104
"2023-01-03","NG_001_MONTH",3.988
"2023-01-03","NG_002_MONTH",3.641
"2023-01-04","NG_001_MONTH",4.172
"2023-01-04","NG_002_MONTH",3.78
"2023-01-05","NG_001_MONTH",3.72
"2023-01-05","NG_002_MONTH",3.426
"2023-01-06","NG_001_MONTH",3.71
"2023-01-06","NG_002_MONTH",3.392
"2023-01-09","NG_001_MONTH",3.91
"2023-01-09","NG_002_MONTH",3.563
"2023-01-10","NG_001_MONTH",3.639
"2023-01-10","NG_002_MONTH",3.314
"2023-01-11","NG_001_MONTH",3.671
"2023-01-11","NG_002_MONTH",3.346
"2023-01-12","NG_001_MONTH",3.695
"2023-01-12","NG_002_MONTH",3.355
"2023-01-13","NG_001_MONTH",3.419
"2023-01-13","NG_002_MONTH",3.196
"2023-01-17","NG_001_MONTH",3.586
"2023-01-17","NG_002_MONTH",3.253
"2023-01-18","NG_001_MONTH",3.311
"2023-01-18","NG_002_MONTH",3.111
"2023-01-19","NG_001_MONTH",3.275
"2023-01-19","NG_002_MONTH",3.124
"2023-01-20","NG_001_MONTH",3.174
"2023-01-20","NG_002_MONTH",3.036
"2023-01-23","NG_001_MONTH",3.447
"2023-01-23","NG_002_MONTH",3.222
"2023-01-24","NG_001_MONTH",3.258
"2023-01-24","NG_002_MONTH",3.057
"2023-01-25","NG_001_MONTH",3.067
"2023-01-25","NG_002_MONTH",2.915
"2023-01-26","NG_001_MONTH",2.944
"2023-01-26","NG_002_MONTH",2.848
"2023-01-27","NG_001_MONTH",3.109
"2023-01-27","NG_002_MONTH",2.849
"2023-01-30","NG_001_MONTH",2.677
"2023-01-30","NG_002_MONTH",2.731
"2023-01-31","NG_001_MONTH",2.684
"2023-01-31","NG_002_MONTH",2.741
"2023-02-01","NG_001_MONTH",2.468
"2023-02-01","NG_002_MONTH",2.536
"2023-02-02","NG_001_MONTH",2.456
"2023-02-02","NG_002_MONTH",2.522
"2023-02-03","NG_001_MONTH",2.41
"2023-02-03","NG_002_MONTH",2.48
"2023-02-06","NG_001_MONTH",2.457
"2023-02-06","NG_002_MONTH",2.535
"2023-02-07","NG_001_MONTH",2.584
"2023-02-07","NG_002_MONTH",2.664
"2023-02-08","NG_001_MONTH",2.396
"2023-02-08","NG_002_MONTH",2.477
"2023-02-09","NG_001_MONTH",2.43
"2023-02-09","NG_002_MONTH",2.492
"2023-02-10","NG_001_MONTH",2.514
"2023-02-10","NG_002_MONTH",2.607
"2023-02-13","NG_001_MONTH",2.405
"2023-02-13","NG_002_MONTH",2.499
"2023-02-14","NG_001_MONTH",2.567
"2023-02-14","NG_002_MONTH",2.652
"2023-02-15","NG_001_MONTH",2.471
"2023-02-15","NG_002_MONTH",2.555
"2023-02-16","NG_001_MONTH",2.389
"2023-02-16","NG_002_MONTH",2.485
"2023-02-17","NG_001_MONTH",2.275
"2023-02-17","NG_002_MONTH",2.352
"2023-02-21","NG_001_MONTH",2.073
"2023-02-21","NG_002_MONTH",2.177
"2023-02-22","NG_001_MONTH",2.174
"2023-02-22","NG_002_MONTH",2.298
"2023-02-23","NG_001_MONTH",2.314
"2023-02-23","NG_002_MONTH",2.432
"2023-02-24","NG_001_MONTH",2.451
"2023-02-24","NG_002_MONTH",2.548
"2023-02-27","NG_001_MONTH",2.731
"2023-02-27","NG_002_MONTH",2.853
"2023-02-28","NG_001_MONTH",2.747
"2023-02-28","NG_002_MONTH",2.863
"2023-03-01","NG_001_MONTH",2.811
"2023-03-01","NG_002_MONTH",2.943
"2023-03-02","NG_001_MONTH",2.765
"2023-03-02","NG_002_MONTH",2.899
"2023-03-03","NG_001_MONTH",3.009
"2023-03-03","NG_002_MONTH",3.141
"2023-03-06","NG_001_MONTH",2.572
"2023-03-06","NG_002_MONTH",2.73
"2023-03-07","NG_001_MONTH",2.687
"2023-03-07","NG_002_MONTH",2.84
"2023-03-08","NG_001_MONTH",2.551
"2023-03-08","NG_002_MONTH",2.713
"2023-03-09","NG_001_MONTH",2.543
"2023-03-09","NG_002_MONTH",2.683
"2023-03-10","NG_001_MONTH",2.43
"2023-03-10","NG_002_MONTH",2.559
"2023-03-13","NG_001_MONTH",2.606
"2023-03-13","NG_002_MONTH",2.726
"2023-03-14","NG_001_MONTH",2.573
"2023-03-14","NG_002_MONTH",2.69
"2023-03-15","NG_001_MONTH",2.439
"2023-03-15","NG_002_MONTH",2.546
"2023-03-16","NG_001_MONTH",2.514
"2023-03-16","NG_002_MONTH",2.626
"2023-03-17","NG_001_MONTH",2.338
"2023-03-17","NG_002_MONTH",2.446
"2023-03-20","NG_001_MONTH",2.223
"2023-03-20","NG_002_MONTH",2.331
"2023-03-21","NG_001_MONTH",2.348
"2023-03-21","NG_002_MONTH",2.485
"2023-03-22","NG_001_MONTH",2.171
"2023-03-22","NG_002_MONTH",2.307
"2023-03-23","NG_001_MONTH",2.154
"2023-03-23","NG_002_MONTH",2.283
"2023-03-24","NG_001_MONTH",2.216
"2023-03-24","NG_002_MONTH",2.361
"2023-03-27","NG_001_MONTH",2.088
"2023-03-27","NG_002_MONTH",2.215
"2023-03-28","NG_001_MONTH",2.03
"2023-03-28","NG_002_MONTH",2.147
"2023-03-29","NG_001_MONTH",1.991
"2023-03-29","NG_002_MONTH",2.184
"2023-03-30","NG_001_MONTH",2.104
"2023-03-30","NG_002_MONTH",2.358
"2023-03-31","NG_001_MONTH",2.216
"2023-03-31","NG_002_MONTH",2.465
"2023-04-03","NG_001_MONTH",2.097
"2023-04-03","NG_002_MONTH",2.333
"2023-04-04","NG_001_MONTH",2.106
"2023-04-04","NG_002_MONTH",2.344
"2023-04-05","NG_001_MONTH",2.155
"2023-04-05","NG_002_MONTH",2.381
"2023-04-06","NG_001_MONTH",2.011
"2023-04-06","NG_002_MONTH",2.238
"2023-04-07","NG_001_MONTH",NA
"2023-04-07","NG_002_MONTH",NA
"2023-04-10","NG_001_MONTH",2.172
"2023-04-10","NG_002_MONTH",2.361
"2023-04-11","NG_001_MONTH",2.186
"2023-04-11","NG_002_MONTH",2.351
"2023-04-12","NG_001_MONTH",2.093
"2023-04-12","NG_002_MONTH",2.267
"2023-04-13","NG_001_MONTH",2.007
"2023-04-13","NG_002_MONTH",2.197
"2023-04-14","NG_001_MONTH",2.114
"2023-04-14","NG_002_MONTH",2.305
"2023-04-17","NG_001_MONTH",2.275
"2023-04-17","NG_002_MONTH",2.444
"2023-04-18","NG_001_MONTH",2.366
"2023-04-18","NG_002_MONTH",2.517
"2023-04-19","NG_001_MONTH",2.222
"2023-04-19","NG_002_MONTH",2.395
"2023-04-20","NG_001_MONTH",2.249
"2023-04-20","NG_002_MONTH",2.427
"2023-04-21","NG_001_MONTH",2.233
"2023-04-21","NG_002_MONTH",2.408
"2023-04-24","NG_001_MONTH",2.273
"2023-04-24","NG_002_MONTH",2.471
"2023-04-25","NG_001_MONTH",2.307
"2023-04-25","NG_002_MONTH",2.437
"2023-04-26","NG_001_MONTH",2.117
"2023-04-26","NG_002_MONTH",2.305
"2023-04-27","NG_001_MONTH",2.355
"2023-04-27","NG_002_MONTH",2.548
"2023-04-28","NG_001_MONTH",2.41
"2023-04-28","NG_002_MONTH",2.578
"2023-05-01","NG_001_MONTH",2.318
"2023-05-01","NG_002_MONTH",2.498
"2023-05-02","NG_001_MONTH",2.214
"2023-05-02","NG_002_MONTH",2.417
"2023-05-03","NG_001_MONTH",2.17
"2023-05-03","NG_002_MONTH",2.36
"2023-05-04","NG_001_MONTH",2.101
"2023-05-04","NG_002_MONTH",2.297
"2023-05-05","NG_001_MONTH",2.137
"2023-05-05","NG_002_MONTH",2.321
"2023-05-08","NG_001_MONTH",2.238
"2023-05-08","NG_002_MONTH",2.412
"2023-05-09","NG_001_MONTH",2.267
"2023-05-09","NG_002_MONTH",2.427
"2023-05-10","NG_001_MONTH",2.191
"2023-05-10","NG_002_MONTH",2.336
"2023-05-11","NG_001_MONTH",2.19
"2023-05-11","NG_002_MONTH",2.345
"2023-05-12","NG_001_MONTH",2.266
"2023-05-12","NG_002_MONTH",2.438
"2023-05-15","NG_001_MONTH",2.375
"2023-05-15","NG_002_MONTH",2.542
"2023-05-16","NG_001_MONTH",2.376
"2023-05-16","NG_002_MONTH",2.534
"2023-05-17","NG_001_MONTH",2.365
"2023-05-17","NG_002_MONTH",2.509
"2023-05-18","NG_001_MONTH",2.592
"2023-05-18","NG_002_MONTH",2.715
"2023-05-19","NG_001_MONTH",2.585
"2023-05-19","NG_002_MONTH",2.707
"2023-05-22","NG_001_MONTH",2.4
"2023-05-22","NG_002_MONTH",2.551
"2023-05-23","NG_001_MONTH",2.321
"2023-05-23","NG_002_MONTH",2.489
"2023-05-24","NG_001_MONTH",2.398
"2023-05-24","NG_002_MONTH",2.566
"2023-05-25","NG_001_MONTH",2.307
"2023-05-25","NG_002_MONTH",2.476
"2023-05-26","NG_001_MONTH",2.181
"2023-05-26","NG_002_MONTH",2.417
"2023-05-30","NG_001_MONTH",2.327
"2023-05-30","NG_002_MONTH",2.416
"2023-05-31","NG_001_MONTH",2.266
"2023-05-31","NG_002_MONTH",2.358
"2023-06-01","NG_001_MONTH",2.158
"2023-06-01","NG_002_MONTH",2.273
"2023-06-02","NG_001_MONTH",2.172
"2023-06-02","NG_002_MONTH",2.299
"2023-06-05","NG_001_MONTH",2.245
"2023-06-05","NG_002_MONTH",2.366
"2023-06-06","NG_001_MONTH",2.262
"2023-06-06","NG_002_MONTH",2.381
"2023-06-07","NG_001_MONTH",2.329
"2023-06-07","NG_002_MONTH",2.433
"2023-06-08","NG_001_MONTH",2.352
"2023-06-08","NG_002_MONTH",2.434
"2023-06-09","NG_001_MONTH",2.254
"2023-06-09","NG_002_MONTH",2.331
"2023-06-12","NG_001_MONTH",2.266
"2023-06-12","NG_002_MONTH",2.336
"2023-06-13","NG_001_MONTH",2.34
"2023-06-13","NG_002_MONTH",2.407
"2023-06-14","NG_001_MONTH",2.342
"2023-06-14","NG_002_MONTH",2.413
"2023-06-15","NG_001_MONTH",2.533
"2023-06-15","NG_002_MONTH",2.609
"2023-06-16","NG_001_MONTH",2.632
"2023-06-16","NG_002_MONTH",2.721
"2023-06-20","NG_001_MONTH",2.492
"2023-06-20","NG_002_MONTH",2.57
"2023-06-21","NG_001_MONTH",2.597
"2023-06-21","NG_002_MONTH",2.677
"2023-06-22","NG_001_MONTH",2.608
"2023-06-22","NG_002_MONTH",2.704
"2023-06-23","NG_001_MONTH",2.729
"2023-06-23","NG_002_MONTH",2.843
"2023-06-26","NG_001_MONTH",2.791
"2023-06-26","NG_002_MONTH",2.892
"2023-06-27","NG_001_MONTH",2.763
"2023-06-27","NG_002_MONTH",2.789
"2023-06-28","NG_001_MONTH",2.603
"2023-06-28","NG_002_MONTH",2.668
"2023-06-29","NG_001_MONTH",2.701
"2023-06-29","NG_002_MONTH",2.691
"2023-06-30","NG_001_MONTH",2.798
"2023-06-30","NG_002_MONTH",2.774
"2023-07-03","NG_001_MONTH",2.709
"2023-07-03","NG_002_MONTH",2.702
"2023-07-05","NG_001_MONTH",2.657
"2023-07-05","NG_002_MONTH",2.643
"2023-07-06","NG_001_MONTH",2.609
"2023-07-06","NG_002_MONTH",2.599
"2023-07-07","NG_001_MONTH",2.582
"2023-07-07","NG_002_MONTH",2.57
"2023-07-10","NG_001_MONTH",2.669
"2023-07-10","NG_002_MONTH",2.641
"2023-07-11","NG_001_MONTH",2.731
"2023-07-11","NG_002_MONTH",2.692
"2023-07-12","NG_001_MONTH",2.632
"2023-07-12","NG_002_MONTH",2.597
"2023-07-13","NG_001_MONTH",2.545
"2023-07-13","NG_002_MONTH",2.534
"2023-07-14","NG_001_MONTH",2.539
"2023-07-14","NG_002_MONTH",2.53
"2023-07-17","NG_001_MONTH",2.512
"2023-07-17","NG_002_MONTH",2.504
"2023-07-18","NG_001_MONTH",2.629
"2023-07-18","NG_002_MONTH",2.618
"2023-07-19","NG_001_MONTH",2.603
"2023-07-19","NG_002_MONTH",2.585
"2023-07-20","NG_001_MONTH",2.757
"2023-07-20","NG_002_MONTH",2.731
"2023-07-21","NG_001_MONTH",2.713
"2023-07-21","NG_002_MONTH",2.707
"2023-07-24","NG_001_MONTH",2.685
"2023-07-24","NG_002_MONTH",2.688
"2023-07-25","NG_001_MONTH",2.73
"2023-07-25","NG_002_MONTH",2.747
"2023-07-26","NG_001_MONTH",2.665
"2023-07-26","NG_002_MONTH",2.693
"2023-07-27","NG_001_MONTH",2.492
"2023-07-27","NG_002_MONTH",2.595
"2023-07-28","NG_001_MONTH",2.638
"2023-07-28","NG_002_MONTH",2.753
"2023-07-31","NG_001_MONTH",2.634
"2023-07-31","NG_002_MONTH",2.741
"2023-08-01","NG_001_MONTH",2.56
"2023-08-01","NG_002_MONTH",2.672
"2023-08-02","NG_001_MONTH",2.477
"2023-08-02","NG_002_MONTH",2.586
"2023-08-03","NG_001_MONTH",2.565
"2023-08-03","NG_002_MONTH",2.67
"2023-08-04","NG_001_MONTH",2.577
"2023-08-04","NG_002_MONTH",2.681
"2023-08-07","NG_001_MONTH",2.725
"2023-08-07","NG_002_MONTH",2.813
"2023-08-08","NG_001_MONTH",2.777
"2023-08-08","NG_002_MONTH",2.864
"2023-08-09","NG_001_MONTH",2.959
"2023-08-09","NG_002_MONTH",3.053
"2023-08-10","NG_001_MONTH",2.763
"2023-08-10","NG_002_MONTH",2.87
"2023-08-11","NG_001_MONTH",2.77
"2023-08-11","NG_002_MONTH",2.882
"2023-08-14","NG_001_MONTH",2.795
"2023-08-14","NG_002_MONTH",2.898
"2023-08-15","NG_001_MONTH",2.659
"2023-08-15","NG_002_MONTH",2.781
"2023-08-16","NG_001_MONTH",2.592
"2023-08-16","NG_002_MONTH",2.726
"2023-08-17","NG_001_MONTH",2.621
"2023-08-17","NG_002_MONTH",2.755
"2023-08-18","NG_001_MONTH",2.551
"2023-08-18","NG_002_MONTH",2.691
"2023-08-21","NG_001_MONTH",2.632
"2023-08-21","NG_002_MONTH",2.743
"2023-08-22","NG_001_MONTH",2.56
"2023-08-22","NG_002_MONTH",2.652
"2023-08-23","NG_001_MONTH",2.497
"2023-08-23","NG_002_MONTH",2.592
"2023-08-24","NG_001_MONTH",2.519
"2023-08-24","NG_002_MONTH",2.636
"2023-08-25","NG_001_MONTH",2.54
"2023-08-25","NG_002_MONTH",2.657
"2023-08-28","NG_001_MONTH",2.579
"2023-08-28","NG_002_MONTH",2.665
"2023-08-29","NG_001_MONTH",2.556
"2023-08-29","NG_002_MONTH",2.662
"2023-08-30","NG_001_MONTH",2.796
"2023-08-30","NG_002_MONTH",3.181
"2023-08-31","NG_001_MONTH",2.768
"2023-08-31","NG_002_MONTH",3.147
"2023-09-01","NG_001_MONTH",2.765
"2023-09-01","NG_002_MONTH",3.111
"2023-09-05","NG_001_MONTH",2.582
"2023-09-05","NG_002_MONTH",2.991
"2023-09-06","NG_001_MONTH",2.51
"2023-09-06","NG_002_MONTH",2.943
"2023-09-07","NG_001_MONTH",2.579
"2023-09-07","NG_002_MONTH",2.958
"2023-09-08","NG_001_MONTH",2.605
"2023-09-08","NG_002_MONTH",2.966
"2023-09-11","NG_001_MONTH",2.608
"2023-09-11","NG_002_MONTH",2.937
"2023-09-12","NG_001_MONTH",2.743
"2023-09-12","NG_002_MONTH",3.015
"2023-09-13","NG_001_MONTH",2.68
"2023-09-13","NG_002_MONTH",2.987
"2023-09-14","NG_001_MONTH",2.708
"2023-09-14","NG_002_MONTH",2.983
"2023-09-15","NG_001_MONTH",2.644
"2023-09-15","NG_002_MONTH",2.932
"2023-09-18","NG_001_MONTH",2.728
"2023-09-18","NG_002_MONTH",3.001
"2023-09-19","NG_001_MONTH",2.848
"2023-09-19","NG_002_MONTH",3.026
"2023-09-20","NG_001_MONTH",2.733
"2023-09-20","NG_002_MONTH",2.921
"2023-09-21","NG_001_MONTH",2.61
"2023-09-21","NG_002_MONTH",2.84
"2023-09-22","NG_001_MONTH",2.637
"2023-09-22","NG_002_MONTH",2.879
"2023-09-25","NG_001_MONTH",2.639
"2023-09-25","NG_002_MONTH",2.906
"2023-09-26","NG_001_MONTH",2.656
"2023-09-26","NG_002_MONTH",2.845
"2023-09-27","NG_001_MONTH",2.764
"2023-09-27","NG_002_MONTH",2.899
"2023-09-28","NG_001_MONTH",2.945
"2023-09-28","NG_002_MONTH",3.34
"2023-09-29","NG_001_MONTH",2.929
"2023-09-29","NG_002_MONTH",3.312
"2023-10-02","NG_001_MONTH",2.84
"2023-10-02","NG_002_MONTH",3.233
"2023-10-03","NG_001_MONTH",2.949
"2023-10-03","NG_002_MONTH",3.313
"2023-10-04","NG_001_MONTH",2.962
"2023-10-04","NG_002_MONTH",3.32
"2023-10-05","NG_001_MONTH",3.166
"2023-10-05","NG_002_MONTH",3.511
"2023-10-06","NG_001_MONTH",3.338
"2023-10-06","NG_002_MONTH",3.641
"2023-10-09","NG_001_MONTH",3.376
"2023-10-09","NG_002_MONTH",3.631
"2023-10-10","NG_001_MONTH",3.382
"2023-10-10","NG_002_MONTH",3.659
"2023-10-11","NG_001_MONTH",3.377
"2023-10-11","NG_002_MONTH",3.658
"2023-10-12","NG_001_MONTH",3.344
"2023-10-12","NG_002_MONTH",3.639
"2023-10-13","NG_001_MONTH",3.236
"2023-10-13","NG_002_MONTH",3.584
"2023-10-16","NG_001_MONTH",3.109
"2023-10-16","NG_002_MONTH",3.479
"2023-10-17","NG_001_MONTH",3.079
"2023-10-17","NG_002_MONTH",3.468
"2023-10-18","NG_001_MONTH",3.056
"2023-10-18","NG_002_MONTH",3.463
"2023-10-19","NG_001_MONTH",2.957
"2023-10-19","NG_002_MONTH",3.326
"2023-10-20","NG_001_MONTH",2.899
"2023-10-20","NG_002_MONTH",3.258
"2023-10-23","NG_001_MONTH",2.926
"2023-10-23","NG_002_MONTH",3.273
"2023-10-24","NG_001_MONTH",2.971
"2023-10-24","NG_002_MONTH",3.322
"2023-10-25","NG_001_MONTH",3.01
"2023-10-25","NG_002_MONTH",3.376
"2023-10-26","NG_001_MONTH",3.214
"2023-10-26","NG_002_MONTH",3.477
"2023-10-27","NG_001_MONTH",3.164
"2023-10-27","NG_002_MONTH",3.483
"2023-10-30","NG_001_MONTH",3.352
"2023-10-30","NG_002_MONTH",3.589
"2023-10-31","NG_001_MONTH",3.575
"2023-10-31","NG_002_MONTH",3.813
"2023-11-01","NG_001_MONTH",3.494
"2023-11-01","NG_002_MONTH",3.753
"2023-11-02","NG_001_MONTH",3.472
"2023-11-02","NG_002_MONTH",3.75
"2023-11-03","NG_001_MONTH",3.515
"2023-11-03","NG_002_MONTH",3.795
"2023-11-06","NG_001_MONTH",3.264
"2023-11-06","NG_002_MONTH",3.564
"2023-11-07","NG_001_MONTH",3.14
"2023-11-07","NG_002_MONTH",3.463
"2023-11-08","NG_001_MONTH",3.106
"2023-11-08","NG_002_MONTH",3.389
"2023-11-09","NG_001_MONTH",3.041
"2023-11-09","NG_002_MONTH",3.333
"2023-11-10","NG_001_MONTH",3.033
"2023-11-10","NG_002_MONTH",3.284
"2023-11-13","NG_001_MONTH",3.197
"2023-11-13","NG_002_MONTH",3.4
"2023-11-14","NG_001_MONTH",3.106
"2023-11-14","NG_002_MONTH",3.316
"2023-11-15","NG_001_MONTH",3.19
"2023-11-15","NG_002_MONTH",3.362
"2023-11-16","NG_001_MONTH",3.062
