"date","series","value"
"2014-10-23","NG_001_MONTH",3.622
"2014-10-23","NG_002_MONTH",3.706
"2014-10-24","NG_001_MONTH",3.623
"2014-10-24","NG_002_MONTH",3.698
"2014-10-27","NG_001_MONTH",3.561
"2014-10-27","NG_002_MONTH",3.637
"2014-10-28","NG_001_MONTH",3.649
"2014-10-28","NG_002_MONTH",3.731
"2014-10-29","NG_001_MONTH",3.728
"2014-10-29","NG_002_MONTH",3.788
"2014-10-30","NG_001_MONTH",3.827
"2014-10-30","NG_002_MONTH",3.906
"2014-10-31","NG_001_MONTH",3.873
"2014-10-31","NG_002_MONTH",3.959
"2014-11-03","NG_001_MONTH",4.046
"2014-11-03","NG_002_MONTH",4.145
"2014-11-04","NG_001_MONTH",4.129
"2014-11-04","NG_002_MONTH",4.226
"2014-11-05","NG_001_MONTH",4.194
"2014-11-05","NG_002_MONTH",4.287
"2014-11-06","NG_001_MONTH",4.404
"2014-11-06","NG_002_MONTH",4.486
"2014-11-07","NG_001_MONTH",4.412
"2014-11-07","NG_002_MONTH",4.507
"2014-11-10","NG_001_MONTH",4.255
"2014-11-10","NG_002_MONTH",4.351
"2014-11-11","NG_001_MONTH",4.247
"2014-11-11","NG_002_MONTH",4.344
"2014-11-12","NG_001_MONTH",4.185
"2014-11-12","NG_002_MONTH",4.284
"2014-11-13","NG_001_MONTH",3.977
"2014-11-13","NG_002_MONTH",4.089
"2014-11-14","NG_001_MONTH",4.02
"2014-11-14","NG_002_MONTH",4.129
"2014-11-17","NG_001_MONTH",4.341
"2014-11-17","NG_002_MONTH",4.444
"2014-11-18","NG_001_MONTH",4.244
"2014-11-18","NG_002_MONTH",4.365
"2014-11-19","NG_001_MONTH",4.371
"2014-11-19","NG_002_MONTH",4.516
"2014-11-20","NG_001_MONTH",4.489
"2014-11-20","NG_002_MONTH",4.649
"2014-11-21","NG_001_MONTH",4.266
"2014-11-21","NG_002_MONTH",4.417
"2014-11-24","NG_001_MONTH",4.151
"2014-11-24","NG_002_MONTH",4.304
"2014-11-25","NG_001_MONTH",4.282
"2014-11-25","NG_002_MONTH",4.403
"2014-11-26","NG_001_MONTH",4.355
"2014-11-26","NG_002_MONTH",4.334
"2014-11-28","NG_001_MONTH",4.088
"2014-11-28","NG_002_MONTH",4.085
"2014-12-01","NG_001_MONTH",4.007
"2014-12-01","NG_002_MONTH",4.009
"2014-12-02","NG_001_MONTH",3.874
"2014-12-02","NG_002_MONTH",3.877
"2014-12-03","NG_001_MONTH",3.805
"2014-12-03","NG_002_MONTH",3.808
"2014-12-04","NG_001_MONTH",3.649
"2014-12-04","NG_002_MONTH",3.661
"2014-12-05","NG_001_MONTH",3.802
"2014-12-05","NG_002_MONTH",3.823
"2014-12-08","NG_001_MONTH",3.595
"2014-12-08","NG_002_MONTH",3.623
"2014-12-09","NG_001_MONTH",3.652
"2014-12-09","NG_002_MONTH",3.681
"2014-12-10","NG_001_MONTH",3.706
"2014-12-10","NG_002_MONTH",3.736
"2014-12-11","NG_001_MONTH",3.634
"2014-12-11","NG_002_MONTH",3.663
"2014-12-12","NG_001_MONTH",3.795
"2014-12-12","NG_002_MONTH",3.816
"2014-12-15","NG_001_MONTH",3.719
"2014-12-15","NG_002_MONTH",3.73
"2014-12-16","NG_001_MONTH",3.619
"2014-12-16","NG_002_MONTH",3.635
"2014-12-17","NG_001_MONTH",3.702
"2014-12-17","NG_002_MONTH",3.724
"2014-12-18","NG_001_MONTH",3.642
"2014-12-18","NG_002_MONTH",3.676
"2014-12-19","NG_001_MONTH",3.464
"2014-12-19","NG_002_MONTH",3.498
"2014-12-22","NG_001_MONTH",3.144
"2014-12-22","NG_002_MONTH",3.18
"2014-12-23","NG_001_MONTH",3.171
"2014-12-23","NG_002_MONTH",3.204
"2014-12-24","NG_001_MONTH",3.03
"2014-12-24","NG_002_MONTH",3.072
"2014-12-26","NG_001_MONTH",3.007
"2014-12-26","NG_002_MONTH",3.033
"2014-12-29","NG_001_MONTH",3.189
"2014-12-29","NG_002_MONTH",3.199
"2014-12-30","NG_001_MONTH",3.094
"2014-12-30","NG_002_MONTH",3.096
"2014-12-31","NG_001_MONTH",2.889
"2014-12-31","NG_002_MONTH",2.896
"2015-01-02","NG_001_MONTH",3.003
"2015-01-02","NG_002_MONTH",2.999
"2015-01-05","NG_001_MONTH",2.882
"2015-01-05","NG_002_MONTH",2.875
"2015-01-06","NG_001_MONTH",2.938
"2015-01-06","NG_002_MONTH",2.924
"2015-01-07","NG_001_MONTH",2.871
"2015-01-07","NG_002_MONTH",2.865
"2015-01-08","NG_001_MONTH",2.927
"2015-01-08","NG_002_MONTH",2.925
"2015-01-09","NG_001_MONTH",2.946
"2015-01-09","NG_002_MONTH",2.947
"2015-01-12","NG_001_MONTH",2.795
"2015-01-12","NG_002_MONTH",2.795
"2015-01-13","NG_001_MONTH",2.943
"2015-01-13","NG_002_MONTH",2.932
"2015-01-14","NG_001_MONTH",3.233
"2015-01-14","NG_002_MONTH",3.208
"2015-01-15","NG_001_MONTH",3.158
"2015-01-15","NG_002_MONTH",3.121
"2015-01-16","NG_001_MONTH",3.127
"2015-01-16","NG_002_MONTH",3.087
"2015-01-20","NG_001_MONTH",2.831
"2015-01-20","NG_002_MONTH",2.82
"2015-01-21","NG_001_MONTH",2.974
"2015-01-21","NG_002_MONTH",2.94
"2015-01-22","NG_001_MONTH",2.835
"2015-01-22","NG_002_MONTH",2.827
"2015-01-23","NG_001_MONTH",2.986
"2015-01-23","NG_002_MONTH",2.958
"2015-01-26","NG_001_MONTH",2.881
"2015-01-26","NG_002_MONTH",2.848
"2015-01-27","NG_001_MONTH",2.981
"2015-01-27","NG_002_MONTH",2.935
"2015-01-28","NG_001_MONTH",2.866
"2015-01-28","NG_002_MONTH",2.842
"2015-01-29","NG_001_MONTH",2.719
"2015-01-29","NG_002_MONTH",2.715
"2015-01-30","NG_001_MONTH",2.691
"2015-01-30","NG_002_MONTH",2.687
"2015-02-02","NG_001_MONTH",2.68
"2015-02-02","NG_002_MONTH",2.681
"2015-02-03","NG_001_MONTH",2.754
"2015-02-03","NG_002_MONTH",2.757
"2015-02-04","NG_001_MONTH",2.662
"2015-02-04","NG_002_MONTH",2.669
"2015-02-05","NG_001_MONTH",2.6
"2015-02-05","NG_002_MONTH",2.614
"2015-02-06","NG_001_MONTH",2.579
"2015-02-06","NG_002_MONTH",2.602
"2015-02-09","NG_001_MONTH",2.597
"2015-02-09","NG_002_MONTH",2.625
"2015-02-10","NG_001_MONTH",2.677
"2015-02-10","NG_002_MONTH",2.704
"2015-02-11","NG_001_MONTH",2.797
"2015-02-11","NG_002_MONTH",2.814
"2015-02-12","NG_001_MONTH",2.713
"2015-02-12","NG_002_MONTH",2.733
"2015-02-13","NG_001_MONTH",2.804
"2015-02-13","NG_002_MONTH",2.812
"2015-02-17","NG_001_MONTH",2.759
"2015-02-17","NG_002_MONTH",2.779
"2015-02-18","NG_001_MONTH",2.831
"2015-02-18","NG_002_MONTH",2.857
"2015-02-19","NG_001_MONTH",2.834
"2015-02-19","NG_002_MONTH",2.875
"2015-02-20","NG_001_MONTH",2.951
"2015-02-20","NG_002_MONTH",2.972
"2015-02-23","NG_001_MONTH",2.879
"2015-02-23","NG_002_MONTH",2.893
"2015-02-24","NG_001_MONTH",2.902
"2015-02-24","NG_002_MONTH",2.889
"2015-02-25","NG_001_MONTH",2.894
"2015-02-25","NG_002_MONTH",2.862
"2015-02-26","NG_001_MONTH",2.697
"2015-02-26","NG_002_MONTH",2.737
"2015-02-27","NG_001_MONTH",2.734
"2015-02-27","NG_002_MONTH",2.771
"2015-03-02","NG_001_MONTH",2.698
"2015-03-02","NG_002_MONTH",2.739
"2015-03-03","NG_001_MONTH",2.712
"2015-03-03","NG_002_MONTH",2.751
"2015-03-04","NG_001_MONTH",2.769
"2015-03-04","NG_002_MONTH",2.806
"2015-03-05","NG_001_MONTH",2.841
"2015-03-05","NG_002_MONTH",2.88
"2015-03-06","NG_001_MONTH",2.839
"2015-03-06","NG_002_MONTH",2.872
"2015-03-09","NG_001_MONTH",2.678
"2015-03-09","NG_002_MONTH",2.713
"2015-03-10","NG_001_MONTH",2.732
"2015-03-10","NG_002_MONTH",2.763
"2015-03-11","NG_001_MONTH",2.824
"2015-03-11","NG_002_MONTH",2.85
"2015-03-12","NG_001_MONTH",2.734
"2015-03-12","NG_002_MONTH",2.765
"2015-03-13","NG_001_MONTH",2.727
"2015-03-13","NG_002_MONTH",2.756
"2015-03-16","NG_001_MONTH",2.716
"2015-03-16","NG_002_MONTH",2.739
"2015-03-17","NG_001_MONTH",2.855
"2015-03-17","NG_002_MONTH",2.872
"2015-03-18","NG_001_MONTH",2.92
"2015-03-18","NG_002_MONTH",2.936
"2015-03-19","NG_001_MONTH",2.813
"2015-03-19","NG_002_MONTH",2.829
"2015-03-20","NG_001_MONTH",2.786
"2015-03-20","NG_002_MONTH",2.803
"2015-03-23","NG_001_MONTH",2.733
"2015-03-23","NG_002_MONTH",2.76
"2015-03-24","NG_001_MONTH",2.786
"2015-03-24","NG_002_MONTH",2.81
"2015-03-25","NG_001_MONTH",2.723
"2015-03-25","NG_002_MONTH",2.74
"2015-03-26","NG_001_MONTH",2.672
"2015-03-26","NG_002_MONTH",2.688
"2015-03-27","NG_001_MONTH",2.59
"2015-03-27","NG_002_MONTH",2.639
"2015-03-30","NG_001_MONTH",2.644
"2015-03-30","NG_002_MONTH",2.694
"2015-03-31","NG_001_MONTH",2.64
"2015-03-31","NG_002_MONTH",2.691
"2015-04-01","NG_001_MONTH",2.605
"2015-04-01","NG_002_MONTH",2.654
"2015-04-02","NG_001_MONTH",2.713
"2015-04-02","NG_002_MONTH",2.762
"2015-04-03","NG_001_MONTH",NA
"2015-04-03","NG_002_MONTH",NA
"2015-04-06","NG_001_MONTH",2.65
"2015-04-06","NG_002_MONTH",2.698
"2015-04-07","NG_001_MONTH",2.68
"2015-04-07","NG_002_MONTH",2.725
"2015-04-08","NG_001_MONTH",2.619
"2015-04-08","NG_002_MONTH",2.666
"2015-04-09","NG_001_MONTH",2.528
"2015-04-09","NG_002_MONTH",2.577
"2015-04-10","NG_001_MONTH",2.511
"2015-04-10","NG_002_MONTH",2.558
"2015-04-13","NG_001_MONTH",2.511
"2015-04-13","NG_002_MONTH",2.548
"2015-04-14","NG_001_MONTH",2.53
"2015-04-14","NG_002_MONTH",2.572
"2015-04-15","NG_001_MONTH",2.61
"2015-04-15","NG_002_MONTH",2.649
"2015-04-16","NG_001_MONTH",2.684
"2015-04-16","NG_002_MONTH",2.726
"2015-04-17","NG_001_MONTH",2.634
"2015-04-17","NG_002_MONTH",2.679
"2015-04-20","NG_001_MONTH",2.536
"2015-04-20","NG_002_MONTH",2.578
"2015-04-21","NG_001_MONTH",2.575
"2015-04-21","NG_002_MONTH",2.62
"2015-04-22","NG_001_MONTH",2.606
"2015-04-22","NG_002_MONTH",2.654
"2015-04-23","NG_001_MONTH",2.531
"2015-04-23","NG_002_MONTH",2.569
"2015-04-24","NG_001_MONTH",2.531
"2015-04-24","NG_002_MONTH",2.568
"2015-04-27","NG_001_MONTH",2.49
"2015-04-27","NG_002_MONTH",2.514
"2015-04-28","NG_001_MONTH",2.517
"2015-04-28","NG_002_MONTH",2.537
"2015-04-29","NG_001_MONTH",2.606
"2015-04-29","NG_002_MONTH",2.659
"2015-04-30","NG_001_MONTH",2.751
"2015-04-30","NG_002_MONTH",2.802
"2015-05-01","NG_001_MONTH",2.776
"2015-05-01","NG_002_MONTH",2.831
"2015-05-04","NG_001_MONTH",2.821
"2015-05-04","NG_002_MONTH",2.878
"2015-05-05","NG_001_MONTH",2.78
"2015-05-05","NG_002_MONTH",2.836
"2015-05-06","NG_001_MONTH",2.776
"2015-05-06","NG_002_MONTH",2.828
"2015-05-07","NG_001_MONTH",2.734
"2015-05-07","NG_002_MONTH",2.785
"2015-05-08","NG_001_MONTH",2.88
"2015-05-08","NG_002_MONTH",2.928
"2015-05-11","NG_001_MONTH",2.802
"2015-05-11","NG_002_MONTH",2.849
"2015-05-12","NG_001_MONTH",2.897
"2015-05-12","NG_002_MONTH",2.945
"2015-05-13","NG_001_MONTH",2.935
"2015-05-13","NG_002_MONTH",2.984
"2015-05-14","NG_001_MONTH",3.008
"2015-05-14","NG_002_MONTH",3.063
"2015-05-15","NG_001_MONTH",3.016
"2015-05-15","NG_002_MONTH",3.07
"2015-05-18","NG_001_MONTH",3.01
"2015-05-18","NG_002_MONTH",3.061
"2015-05-19","NG_001_MONTH",2.948
"2015-05-19","NG_002_MONTH",2.991
"2015-05-20","NG_001_MONTH",2.915
"2015-05-20","NG_002_MONTH",2.959
"2015-05-21","NG_001_MONTH",2.949
"2015-05-21","NG_002_MONTH",2.994
"2015-05-22","NG_001_MONTH",2.887
"2015-05-22","NG_002_MONTH",2.919
"2015-05-26","NG_001_MONTH",2.822
"2015-05-26","NG_002_MONTH",2.849
"2015-05-27","NG_001_MONTH",2.815
"2015-05-27","NG_002_MONTH",2.847
"2015-05-28","NG_001_MONTH",2.706
"2015-05-28","NG_002_MONTH",2.73
"2015-05-29","NG_001_MONTH",2.642
"2015-05-29","NG_002_MONTH",2.665
"2015-06-01","NG_001_MONTH",2.649
"2015-06-01","NG_002_MONTH",2.677
"2015-06-02","NG_001_MONTH",2.698
"2015-06-02","NG_002_MONTH",2.725
"2015-06-03","NG_001_MONTH",2.634
"2015-06-03","NG_002_MONTH",2.663
"2015-06-04","NG_001_MONTH",2.626
"2015-06-04","NG_002_MONTH",2.654
"2015-06-05","NG_001_MONTH",2.59
"2015-06-05","NG_002_MONTH",2.621
"2015-06-08","NG_001_MONTH",2.705
"2015-06-08","NG_002_MONTH",2.737
"2015-06-09","NG_001_MONTH",2.846
"2015-06-09","NG_002_MONTH",2.878
"2015-06-10","NG_001_MONTH",2.891
"2015-06-10","NG_002_MONTH",2.921
"2015-06-11","NG_001_MONTH",2.825
"2015-06-11","NG_002_MONTH",2.855
"2015-06-12","NG_001_MONTH",2.75
"2015-06-12","NG_002_MONTH",2.776
"2015-06-15","NG_001_MONTH",2.889
"2015-06-15","NG_002_MONTH",2.912
"2015-06-16","NG_001_MONTH",2.894
"2015-06-16","NG_002_MONTH",2.918
"2015-06-17","NG_001_MONTH",2.855
"2015-06-17","NG_002_MONTH",2.883
"2015-06-18","NG_001_MONTH",2.777
"2015-06-18","NG_002_MONTH",2.799
"2015-06-19","NG_001_MONTH",2.816
"2015-06-19","NG_002_MONTH",2.84
"2015-06-22","NG_001_MONTH",2.733
"2015-06-22","NG_002_MONTH",2.762
"2015-06-23","NG_001_MONTH",2.726
"2015-06-23","NG_002_MONTH",2.746
"2015-06-24","NG_001_MONTH",2.759
"2015-06-24","NG_002_MONTH",2.782
"2015-06-25","NG_001_MONTH",2.85
"2015-06-25","NG_002_MONTH",2.866
"2015-06-26","NG_001_MONTH",2.773
"2015-06-26","NG_002_MONTH",2.77
"2015-06-29","NG_001_MONTH",2.805
"2015-06-29","NG_002_MONTH",2.819
"2015-06-30","NG_001_MONTH",2.832
"2015-06-30","NG_002_MONTH",2.842
"2015-07-01","NG_001_MONTH",2.783
"2015-07-01","NG_002_MONTH",2.799
"2015-07-02","NG_001_MONTH",2.822
"2015-07-02","NG_002_MONTH",2.837
"2015-07-06","NG_001_MONTH",2.756
"2015-07-06","NG_002_MONTH",2.766
"2015-07-07","NG_001_MONTH",2.716
"2015-07-07","NG_002_MONTH",2.726
"2015-07-08","NG_001_MONTH",2.685
"2015-07-08","NG_002_MONTH",2.697
"2015-07-09","NG_001_MONTH",2.726
"2015-07-09","NG_002_MONTH",2.738
"2015-07-10","NG_001_MONTH",2.77
"2015-07-10","NG_002_MONTH",2.78
"2015-07-13","NG_001_MONTH",2.864
"2015-07-13","NG_002_MONTH",2.867
"2015-07-14","NG_001_MONTH",2.84
"2015-07-14","NG_002_MONTH",2.839
"2015-07-15","NG_001_MONTH",2.918
"2015-07-15","NG_002_MONTH",2.909
"2015-07-16","NG_001_MONTH",2.854
"2015-07-16","NG_002_MONTH",2.853
"2015-07-17","NG_001_MONTH",2.87
"2015-07-17","NG_002_MONTH",2.874
"2015-07-20","NG_001_MONTH",2.823
"2015-07-20","NG_002_MONTH",2.83
"2015-07-21","NG_001_MONTH",2.882
"2015-07-21","NG_002_MONTH",2.89
"2015-07-22","NG_001_MONTH",2.897
"2015-07-22","NG_002_MONTH",2.908
"2015-07-23","NG_001_MONTH",2.816
"2015-07-23","NG_002_MONTH",2.817
"2015-07-24","NG_001_MONTH",2.776
"2015-07-24","NG_002_MONTH",2.775
"2015-07-27","NG_001_MONTH",2.789
"2015-07-27","NG_002_MONTH",2.788
"2015-07-28","NG_001_MONTH",2.821
"2015-07-28","NG_002_MONTH",2.816
"2015-07-29","NG_001_MONTH",2.886
"2015-07-29","NG_002_MONTH",2.864
"2015-07-30","NG_001_MONTH",2.768
"2015-07-30","NG_002_MONTH",2.797
"2015-07-31","NG_001_MONTH",2.716
"2015-07-31","NG_002_MONTH",2.749
"2015-08-03","NG_001_MONTH",2.748
"2015-08-03","NG_002_MONTH",2.777
"2015-08-04","NG_001_MONTH",2.812
"2015-08-04","NG_002_MONTH",2.841
"2015-08-05","NG_001_MONTH",2.798
"2015-08-05","NG_002_MONTH",2.821
"2015-08-06","NG_001_MONTH",2.813
"2015-08-06","NG_002_MONTH",2.835
"2015-08-07","NG_001_MONTH",2.798
"2015-08-07","NG_002_MONTH",2.822
"2015-08-10","NG_001_MONTH",2.842
"2015-08-10","NG_002_MONTH",2.868
"2015-08-11","NG_001_MONTH",2.844
"2015-08-11","NG_002_MONTH",2.871
"2015-08-12","NG_001_MONTH",2.931
"2015-08-12","NG_002_MONTH",2.956
"2015-08-13","NG_001_MONTH",2.787
"2015-08-13","NG_002_MONTH",2.82
"2015-08-14","NG_001_MONTH",2.801
"2015-08-14","NG_002_MONTH",2.837
"2015-08-17","NG_001_MONTH",2.728
"2015-08-17","NG_002_MONTH",2.767
"2015-08-18","NG_001_MONTH",2.704
"2015-08-18","NG_002_MONTH",2.74
"2015-08-19","NG_001_MONTH",2.716
"2015-08-19","NG_002_MONTH",2.747
"2015-08-20","NG_001_MONTH",2.755
"2015-08-20","NG_002_MONTH",2.785
"2015-08-21","NG_001_MONTH",2.676
"2015-08-21","NG_002_MONTH",2.697
"2015-08-24","NG_001_MONTH",2.65
"2015-08-24","NG_002_MONTH",2.656
"2015-08-25","NG_001_MONTH",2.685
"2015-08-25","NG_002_MONTH",2.695
"2015-08-26","NG_001_MONTH",2.693
"2015-08-26","NG_002_MONTH",2.703
"2015-08-27","NG_001_MONTH",2.638
"2015-08-27","NG_002_MONTH",2.664
"2015-08-28","NG_001_MONTH",2.715
"2015-08-28","NG_002_MONTH",2.792
"2015-08-31","NG_001_MONTH",2.689
"2015-08-31","NG_002_MONTH",2.761
"2015-09-01","NG_001_MONTH",2.702
"2015-09-01","NG_002_MONTH",2.771
"2015-09-02","NG_001_MONTH",2.648
"2015-09-02","NG_002_MONTH",2.72
"2015-09-03","NG_001_MONTH",2.725
"2015-09-03","NG_002_MONTH",2.796
"2015-09-04","NG_001_MONTH",2.655
"2015-09-04","NG_002_MONTH",2.741
"2015-09-08","NG_001_MONTH",2.71
"2015-09-08","NG_002_MONTH",2.792
"2015-09-09","NG_001_MONTH",2.651
"2015-09-09","NG_002_MONTH",2.736
"2015-09-10","NG_001_MONTH",2.683
"2015-09-10","NG_002_MONTH",2.759
"2015-09-11","NG_001_MONTH",2.693
"2015-09-11","NG_002_MONTH",2.767
"2015-09-14","NG_001_MONTH",2.758
"2015-09-14","NG_002_MONTH",2.828
"2015-09-15","NG_001_MONTH",2.728
"2015-09-15","NG_002_MONTH",2.8
"2015-09-16","NG_001_MONTH",2.66
"2015-09-16","NG_002_MONTH",2.739
"2015-09-17","NG_001_MONTH",2.652
"2015-09-17","NG_002_MONTH",2.728
"2015-09-18","NG_001_MONTH",2.605
"2015-09-18","NG_002_MONTH",2.676
"2015-09-21","NG_001_MONTH",2.573
"2015-09-21","NG_002_MONTH",2.642
"2015-09-22","NG_001_MONTH",2.577
"2015-09-22","NG_002_MONTH",2.639
"2015-09-23","NG_001_MONTH",2.569
"2015-09-23","NG_002_MONTH",2.638
"2015-09-24","NG_001_MONTH",2.591
"2015-09-24","NG_002_MONTH",2.674
"2015-09-25","NG_001_MONTH",2.564
"2015-09-25","NG_002_MONTH",2.631
"2015-09-28","NG_001_MONTH",2.563
"2015-09-28","NG_002_MONTH",2.67
"2015-09-29","NG_001_MONTH",2.586
"2015-09-29","NG_002_MONTH",2.763
"2015-09-30","NG_001_MONTH",2.524
"2015-09-30","NG_002_MONTH",2.701
"2015-10-01","NG_001_MONTH",2.433
"2015-10-01","NG_002_MONTH",2.631
"2015-10-02","NG_001_MONTH",2.451
"2015-10-02","NG_002_MONTH",2.664
"2015-10-05","NG_001_MONTH",2.45
"2015-10-05","NG_002_MONTH",2.676
"2015-10-06","NG_001_MONTH",2.47
"2015-10-06","NG_002_MONTH",2.673
"2015-10-07","NG_001_MONTH",2.474
"2015-10-07","NG_002_MONTH",2.676
"2015-10-08","NG_001_MONTH",2.498
"2015-10-08","NG_002_MONTH",2.712
"2015-10-09","NG_001_MONTH",2.502
"2015-10-09","NG_002_MONTH",2.718
"2015-10-12","NG_001_MONTH",2.535
"2015-10-12","NG_002_MONTH",2.752
"2015-10-13","NG_001_MONTH",2.498
"2015-10-13","NG_002_MONTH",2.721
"2015-10-14","NG_001_MONTH",2.518
"2015-10-14","NG_002_MONTH",2.732
"2015-10-15","NG_001_MONTH",2.453
"2015-10-15","NG_002_MONTH",2.686
"2015-10-16","NG_001_MONTH",2.43
"2015-10-16","NG_002_MONTH",2.65
"2015-10-19","NG_001_MONTH",2.442
"2015-10-19","NG_002_MONTH",2.657
"2015-10-20","NG_001_MONTH",2.476
"2015-10-20","NG_002_MONTH",2.671
"2015-10-21","NG_001_MONTH",2.404
"2015-10-21","NG_002_MONTH",2.603
"2015-10-22","NG_001_MONTH",2.386
"2015-10-22","NG_002_MONTH",2.583
"2015-10-23","NG_001_MONTH",2.286
"2015-10-23","NG_002_MONTH",2.493
"2015-10-26","NG_001_MONTH",2.062
"2015-10-26","NG_002_MONTH",2.353
"2015-10-27","NG_001_MONTH",2.092
"2015-10-27","NG_002_MONTH",2.361
"2015-10-28","NG_001_MONTH",2.033
"2015-10-28","NG_002_MONTH",2.298
"2015-10-29","NG_001_MONTH",2.257
"2015-10-29","NG_002_MONTH",2.423
"2015-10-30","NG_001_MONTH",2.321
"2015-10-30","NG_002_MONTH",2.49
"2015-11-02","NG_001_MONTH",2.256
"2015-11-02","NG_002_MONTH",2.448
"2015-11-03","NG_001_MONTH",2.253
"2015-11-03","NG_002_MONTH",2.463
"2015-11-04","NG_001_MONTH",2.262
"2015-11-04","NG_002_MONTH",2.445
"2015-11-05","NG_001_MONTH",2.364
"2015-11-05","NG_002_MONTH",2.539
"2015-11-06","NG_001_MONTH",2.371
"2015-11-06","NG_002_MONTH",2.532
"2015-11-09","NG_001_MONTH",2.3
"2015-11-09","NG_002_MONTH",2.449
"2015-11-10","NG_001_MONTH",2.32
"2015-11-10","NG_002_MONTH",2.484
"2015-11-11","NG_001_MONTH",2.263
"2015-11-11","NG_002_MONTH",2.452
"2015-11-12","NG_001_MONTH",2.26
"2015-11-12","NG_002_MONTH",2.445
"2015-11-13","NG_001_MONTH",2.361
"2015-11-13","NG_002_MONTH",2.526
"2015-11-16","NG_001_MONTH",2.385
"2015-11-16","NG_002_MONTH",2.554
"2015-11-17","NG_001_MONTH",2.371
"2015-11-17","NG_002_MONTH",2.527
"2015-11-18","NG_001_MONTH",2.347
"2015-11-18","NG_002_MONTH",2.495
"2015-11-19","NG_001_MONTH",2.276
"2015-11-19","NG_002_MONTH",2.412
"2015-11-20","NG_001_MONTH",2.145
"2015-11-20","NG_002_MONTH",2.291
"2015-11-23","NG_001_MONTH",2.21
"2015-11-23","NG_002_MONTH",2.343
"2015-11-24","NG_001_MONTH",2.2
"2015-11-24","NG_002_MONTH",2.324
"2015-11-25","NG_001_MONTH",2.206
"2015-11-25","NG_002_MONTH",2.299
"2015-11-27","NG_001_MONTH",2.212
"2015-11-27","NG_002_MONTH",2.265
"2015-11-30","NG_001_MONTH",2.235
"2015-11-30","NG_002_MONTH",2.29
"2015-12-01","NG_001_MONTH",2.231
"2015-12-01","NG_002_MONTH",2.285
"2015-12-02","NG_001_MONTH",2.165
"2015-12-02","NG_002_MONTH",2.22
"2015-12-03","NG_001_MONTH",2.181
"2015-12-03","NG_002_MONTH",2.232
"2015-12-04","NG_001_MONTH",2.186
"2015-12-04","NG_002_MONTH",2.247
"2015-12-07","NG_001_MONTH",2.067
"2015-12-07","NG_002_MONTH",2.132
"2015-12-08","NG_001_MONTH",2.07
"2015-12-08","NG_002_MONTH",2.127
"2015-12-09","NG_001_MONTH",2.062
"2015-12-09","NG_002_MONTH",2.117
"2015-12-10","NG_001_MONTH",2.015
"2015-12-10","NG_002_MONTH",2.075
"2015-12-11","NG_001_MONTH",1.99
"2015-12-11","NG_002_MONTH",2.05
"2015-12-14","NG_001_MONTH",1.894
"2015-12-14","NG_002_MONTH",1.959
"2015-12-15","NG_001_MONTH",1.822
"2015-12-15","NG_002_MONTH",1.886
"2015-12-16","NG_001_MONTH",1.79
"2015-12-16","NG_002_MONTH",1.866
"2015-12-17","NG_001_MONTH",1.755
"2015-12-17","NG_002_MONTH",1.873
"2015-12-18","NG_001_MONTH",1.767
"2015-12-18","NG_002_MONTH",1.869
"2015-12-21","NG_001_MONTH",1.911
"2015-12-21","NG_002_MONTH",1.987
"2015-12-22","NG_001_MONTH",1.888
"2015-12-22","NG_002_MONTH",1.955
"2015-12-23","NG_001_MONTH",1.983
"2015-12-23","NG_002_MONTH",2.036
"2015-12-24","NG_001_MONTH",2.029
"2015-12-24","NG_002_MONTH",2.079
"2015-12-28","NG_001_MONTH",2.228
"2015-12-28","NG_002_MONTH",2.256
"2015-12-29","NG_001_MONTH",2.372
"2015-12-29","NG_002_MONTH",2.37
"2015-12-30","NG_001_MONTH",2.214
"2015-12-30","NG_002_MONTH",2.255
"2015-12-31","NG_001_MONTH",2.337
"2015-12-31","NG_002_MONTH",2.363
"2016-01-04","NG_001_MONTH",2.334
"2016-01-04","NG_002_MONTH",2.35
"2016-01-05","NG_001_MONTH",2.325
"2016-01-05","NG_002_MONTH",2.346
"2016-01-06","NG_001_MONTH",2.267
"2016-01-06","NG_002_MONTH",2.289
"2016-01-07","NG_001_MONTH",2.382
"2016-01-07","NG_002_MONTH",2.394
"2016-01-08","NG_001_MONTH",2.472
"2016-01-08","NG_002_MONTH",2.471
"2016-01-11","NG_001_MONTH",2.396
"2016-01-11","NG_002_MONTH",2.389
"2016-01-12","NG_001_MONTH",2.257
"2016-01-12","NG_002_MONTH",2.261
"2016-01-13","NG_001_MONTH",2.269
"2016-01-13","NG_002_MONTH",2.29
"2016-01-14","NG_001_MONTH",2.139
"2016-01-14","NG_002_MONTH",2.18
"2016-01-15","NG_001_MONTH",2.1
"2016-01-15","NG_002_MONTH",2.127
"2016-01-19","NG_001_MONTH",2.091
"2016-01-19","NG_002_MONTH",2.108
"2016-01-20","NG_001_MONTH",2.118
"2016-01-20","NG_002_MONTH",2.123
"2016-01-21","NG_001_MONTH",2.138
"2016-01-21","NG_002_MONTH",2.139
"2016-01-22","NG_001_MONTH",2.139
"2016-01-22","NG_002_MONTH",2.141
"2016-01-25","NG_001_MONTH",2.158
"2016-01-25","NG_002_MONTH",2.155
"2016-01-26","NG_001_MONTH",2.18
"2016-01-26","NG_002_MONTH",2.158
"2016-01-27","NG_001_MONTH",2.189
"2016-01-27","NG_002_MONTH",2.157
